"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 14:03:46,1.264,0.583,98.111,0.0,0.0,0.042,23744307200.0,326651904.0,10014359552.0,2.36352237568e+11,60.0,0.0,0.0,49152.0,0.0,5.0,2470.0,15052.0,0.250,0.570,0.640,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:47,0.874,0.416,98.681,0.0,0.0,0.028,23743676416.0,326651904.0,10014441472.0,2.36352786432e+11,60.0,0.0,0.0,0.0,0.0,0.0,1667.0,6823.0,0.250,0.570,0.640,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:48,0.486,0.320,99.180,0.0,0.0,0.014,23743025152.0,326651904.0,10014445568.0,2.363534336e+11,120.0,0.0,0.0,28672.0,0.0,4.0,1332.0,5124.0,0.250,0.570,0.640,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:49,0.736,0.361,98.903,0.0,0.0,0.0,23742251008.0,326651904.0,10014445568.0,2.36354207744e+11,60.0,0.0,0.0,253952.0,0.0,22.0,1525.0,5898.0,0.250,0.570,0.640,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:50,0.570,0.223,99.193,0.0,0.0,0.014,23741943808.0,326651904.0,10014449664.0,2.36354510848e+11,60.0,0.0,0.0,12288.0,0.0,1.0,1492.0,5216.0,0.230,0.560,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:51,1.265,0.695,98.040,0.0,0.0,0.0,23741186048.0,326651904.0,10014547968.0,2.36355170304e+11,60.0,0.0,0.0,0.0,0.0,0.0,2160.0,10578.0,0.230,0.560,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:52,0.320,0.181,99.498,0.0,0.0,0.0,23740805120.0,326651904.0,10014625792.0,2.36355473408e+11,60.0,0.0,0.0,0.0,0.0,0.0,1214.0,4767.0,0.230,0.560,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:53,0.473,0.306,99.221,0.0,0.0,0.0,23740194816.0,326651904.0,10014625792.0,2.36356083712e+11,60.0,0.0,0.0,40960.0,0.0,5.0,1512.0,4958.0,0.230,0.560,0.630,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:54,0.626,0.389,98.971,0.0,0.0,0.014,23740293120.0,326651904.0,10014629888.0,2.36355981312e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1473.0,5879.0,0.230,0.560,0.630,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:55,0.722,0.416,98.848,0.0,0.0,0.014,23739912192.0,326651904.0,10014629888.0,2.3635636224e+11,134.0,0.0,0.0,0.0,0.0,0.0,1632.0,5395.0,0.210,0.550,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:56,0.626,0.417,98.957,0.0,0.0,0.0,23740403712.0,326651904.0,10014646272.0,2.36355854336e+11,134.0,0.0,0.0,28672.0,0.0,6.0,1488.0,6108.0,0.210,0.550,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:57,0.751,0.375,98.832,0.0,0.0,0.042,23740448768.0,326651904.0,10014728192.0,2.3635572736e+11,60.0,0.0,0.0,0.0,0.0,0.0,1792.0,7157.0,0.210,0.550,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:58,0.487,0.361,99.124,0.0,0.0,0.028,23740030976.0,326651904.0,10014732288.0,2.36356141056e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1370.0,4895.0,0.210,0.550,0.630,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:03:59,0.515,0.306,99.178,0.0,0.0,0.0,23739490304.0,326651904.0,10014732288.0,2.36356681728e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1421.0,5829.0,0.210,0.550,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:00,0.557,0.292,99.123,0.0,0.0,0.028,23739215872.0,326651904.0,10014736384.0,2.36356952064e+11,60.0,0.0,0.0,77824.0,0.0,10.0,1593.0,5467.0,0.190,0.540,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:01,1.458,0.666,97.862,0.0,0.0,0.014,23739097088.0,326651904.0,10014834688.0,2.36356972544e+11,120.0,0.0,0.0,53248.0,0.0,4.0,2387.0,10966.0,0.190,0.540,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:02,0.362,0.403,99.221,0.0,0.0,0.014,23738712064.0,326651904.0,10014916608.0,2.36357275648e+11,120.0,0.0,0.0,0.0,0.0,0.0,1351.0,4867.0,0.190,0.540,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:03,0.556,0.292,99.152,0.0,0.0,0.0,23738892288.0,326651904.0,10014916608.0,2.36357095424e+11,60.0,0.0,0.0,45056.0,0.0,8.0,1343.0,4932.0,0.190,0.540,0.630,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:04,0.694,0.444,98.862,0.0,0.0,0.0,23738609664.0,326651904.0,10014920704.0,2.36357373952e+11,120.0,0.0,0.0,585728.0,0.0,24.0,1358.0,5914.0,0.190,0.540,0.630,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:05,0.556,0.334,99.096,0.0,0.0,0.014,23738642432.0,326651904.0,10014920704.0,2.36357341184e+11,60.0,0.0,0.0,0.0,0.0,0.0,1495.0,5470.0,0.180,0.530,0.620,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:06,0.585,0.265,99.151,0.0,0.0,0.0,23738642432.0,326651904.0,10014945280.0,2.36357316608e+11,120.0,0.0,0.0,0.0,0.0,0.0,1350.0,5719.0,0.180,0.530,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:07,0.640,0.389,98.957,0.0,0.0,0.014,23737634816.0,326651904.0,10015023104.0,2.363582464e+11,60.0,0.0,0.0,0.0,0.0,0.0,1482.0,6874.0,0.180,0.530,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:08,0.556,0.403,99.041,0.0,0.0,0.0,23737942016.0,326651904.0,10015027200.0,2.36357935104e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1456.0,4992.0,0.180,0.530,0.620,2.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:09,0.432,0.251,99.316,0.0,0.0,0.0,23737999360.0,326651904.0,10015031296.0,2.36357873664e+11,60.0,0.0,0.0,151552.0,0.0,17.0,1424.0,5957.0,0.180,0.530,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:10,0.556,0.333,99.111,0.0,0.0,0.0,23738896384.0,326651904.0,10015031296.0,2.3635697664e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1341.0,4960.0,0.160,0.520,0.620,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:11,1.100,0.585,98.288,0.0,0.0,0.028,23739379712.0,326651904.0,10015174656.0,2.36356349952e+11,60.0,0.0,0.0,0.0,0.0,0.0,1977.0,10237.0,0.160,0.520,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:12,0.417,0.278,99.304,0.0,0.0,0.0,23740563456.0,326651904.0,10015207424.0,2.3635513344e+11,60.0,0.0,0.0,0.0,0.0,0.0,1206.0,4703.0,0.160,0.520,0.620,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:13,0.459,0.250,99.290,0.0,0.0,0.0,23740157952.0,326651904.0,10015207424.0,2.36355538944e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1344.0,4938.0,0.160,0.520,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:14,0.377,0.251,99.372,0.0,0.0,0.0,23740162048.0,326651904.0,10015211520.0,2.36355530752e+11,60.0,0.0,0.0,151552.0,0.0,17.0,1358.0,5610.0,0.160,0.520,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:15,0.611,0.320,99.069,0.0,0.0,0.0,23739850752.0,326651904.0,10015211520.0,2.36355842048e+11,60.0,0.0,0.0,299008.0,0.0,2.0,1429.0,5148.0,0.150,0.510,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:16,0.695,0.306,98.986,0.0,0.0,0.014,23740403712.0,326651904.0,10015232000.0,2.36355268608e+11,60.0,0.0,0.0,0.0,0.0,0.0,1543.0,5838.0,0.150,0.510,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:17,0.751,0.320,98.915,0.0,0.0,0.014,23740448768.0,326651904.0,10015309824.0,2.36355145728e+11,60.0,0.0,0.0,73728.0,0.0,8.0,1773.0,7010.0,0.150,0.510,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:18,0.459,0.403,99.138,0.0,0.0,0.0,23741353984.0,326651904.0,10015313920.0,2.36354236416e+11,248.0,122.0,0.0,24576.0,0.0,4.0,1344.0,4939.0,0.150,0.510,0.620,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:19,0.446,0.348,99.192,0.0,0.0,0.014,23741161472.0,326651904.0,10015313920.0,2.36354428928e+11,248.0,186.0,0.0,151552.0,0.0,17.0,1275.0,5659.0,0.150,0.510,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:20,0.431,0.278,99.290,0.0,0.0,0.0,23741693952.0,326651904.0,10015322112.0,2.36353888256e+11,436.0,324.0,0.0,1105920.0,0.0,22.0,1375.0,5079.0,0.140,0.500,0.610,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:21,1.336,0.445,98.205,0.0,0.0,0.014,23740678144.0,326651904.0,10015412224.0,2.36354813952e+11,120.0,0.0,0.0,0.0,0.0,0.0,2966.0,10605.0,0.140,0.500,0.610,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:22,0.362,0.417,99.221,0.0,0.0,0.0,23740887040.0,326651904.0,10015494144.0,2.36354523136e+11,1082.0,424.0,0.0,0.0,0.0,0.0,1214.0,4872.0,0.140,0.500,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:23,0.431,0.306,99.263,0.0,0.0,0.0,23741247488.0,326651904.0,10015494144.0,2.36354162688e+11,530.0,546.0,0.0,40960.0,0.0,5.0,1371.0,4846.0,0.140,0.500,0.610,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:24,0.722,0.445,98.833,0.0,0.0,0.0,23741784064.0,326651904.0,10015498240.0,2.36353622016e+11,126.0,0.0,0.0,155648.0,0.0,17.0,1495.0,6176.0,0.140,0.500,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:25,0.598,0.361,99.041,0.0,0.0,0.0,23742263296.0,326651904.0,10015502336.0,2.36353138688e+11,60.0,0.0,0.0,12288.0,0.0,1.0,1607.0,5457.0,0.130,0.490,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:26,0.694,0.430,98.875,0.0,0.0,0.0,23743426560.0,326651904.0,10015522816.0,2.36351954944e+11,60.0,0.0,0.0,0.0,0.0,0.0,1454.0,6174.0,0.130,0.490,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:27,1.584,0.625,97.749,0.0,0.0,0.042,23750860800.0,326651904.0,10015604736.0,2.36344438784e+11,60.0,0.0,0.0,0.0,0.0,0.0,2207.0,7595.0,0.130,0.490,0.610,1.0,0.0,18.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:28,0.514,0.334,99.152,0.0,0.0,0.0,23749509120.0,326651904.0,10015608832.0,2.36345786368e+11,610.0,844.0,0.0,45056.0,0.0,5.0,1406.0,4887.0,0.130,0.490,0.610,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:29,0.432,0.362,99.206,0.0,0.0,0.0,23749349376.0,326651904.0,10015612928.0,2.36345942016e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1413.0,5895.0,0.130,0.490,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:30,0.667,0.306,99.013,0.0,0.0,0.014,23748833280.0,326651904.0,10015612928.0,2.36346458112e+11,130.0,0.0,0.0,45056.0,0.0,8.0,1558.0,5223.0,0.280,0.520,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:31,1.363,0.570,98.053,0.0,0.0,0.014,23748481024.0,326651904.0,10023845888.0,2.36338577408e+11,60.0,0.0,0.0,57344.0,0.0,12.0,2162.0,10991.0,0.280,0.520,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:32,0.597,0.347,99.055,0.0,0.0,0.0,23749062656.0,326651904.0,10024181760.0,2.36337659904e+11,60.0,0.0,0.0,0.0,0.0,0.0,1394.0,4920.0,0.280,0.520,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:33,0.459,0.306,99.235,0.0,0.0,0.0,23748538368.0,326651904.0,10024181760.0,2.36338184192e+11,60.0,0.0,0.0,49152.0,0.0,8.0,1445.0,5222.0,0.280,0.520,0.620,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:34,0.557,0.306,99.123,0.0,0.0,0.014,23749210112.0,326651904.0,10024185856.0,2.36337508352e+11,60.0,0.0,0.0,585728.0,0.0,24.0,1290.0,5601.0,0.280,0.520,0.620,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:35,0.501,0.278,99.221,0.0,0.0,0.0,23748669440.0,326651904.0,10024185856.0,2.36338049024e+11,60.0,0.0,0.0,0.0,0.0,0.0,1284.0,5116.0,0.250,0.510,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:36,0.501,0.334,99.165,0.0,0.0,0.0,23748276224.0,326651904.0,10024206336.0,2.3633842176e+11,60.0,0.0,0.0,0.0,0.0,0.0,1397.0,5862.0,0.250,0.510,0.610,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:37,0.723,0.375,98.888,0.0,0.0,0.014,23746547712.0,326651904.0,10024284160.0,2.36340072448e+11,120.0,0.0,0.0,0.0,0.0,0.0,1610.0,6929.0,0.250,0.510,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:38,0.473,0.320,99.207,0.0,0.0,0.0,23746891776.0,326651904.0,10024288256.0,2.36339724288e+11,60.0,0.0,0.0,49152.0,0.0,10.0,1325.0,5011.0,0.250,0.510,0.610,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:39,0.570,0.431,98.999,0.0,0.0,0.0,23746527232.0,326651904.0,10024288256.0,2.36340088832e+11,120.0,0.0,0.0,163840.0,0.0,19.0,1353.0,5721.0,0.250,0.510,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:40,0.542,0.264,99.179,0.0,0.0,0.014,23747284992.0,326651904.0,10024292352.0,2.36339326976e+11,60.0,0.0,0.0,0.0,0.0,0.0,1399.0,5083.0,0.230,0.500,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:41,1.346,0.694,97.960,0.0,0.0,0.0,23746822144.0,326651904.0,10024390656.0,2.3633969152e+11,120.0,0.0,0.0,0.0,0.0,0.0,2061.0,10682.0,0.230,0.500,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:42,0.445,0.361,99.194,0.0,0.0,0.0,23745871872.0,326651904.0,10024468480.0,2.36340563968e+11,60.0,0.0,0.0,0.0,0.0,0.0,1270.0,4679.0,0.230,0.500,0.610,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:43,0.431,0.348,99.221,0.0,0.0,0.0,23745626112.0,326651904.0,10024468480.0,2.36340809728e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1287.0,4732.0,0.230,0.500,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:44,0.735,0.402,98.863,0.0,0.0,0.0,23745622016.0,326651904.0,10024468480.0,2.36340813824e+11,334.0,0.0,0.0,155648.0,0.0,17.0,1353.0,5972.0,0.230,0.500,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:45,0.542,0.500,98.958,0.0,0.0,0.0,23746629632.0,326651904.0,10024476672.0,2.36339798016e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1463.0,5224.0,0.210,0.490,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:46,0.695,0.389,98.916,0.0,0.0,0.0,23746142208.0,326651904.0,10024493056.0,2.36340269056e+11,60.0,0.0,0.0,0.0,0.0,0.0,1459.0,6300.0,0.210,0.490,0.610,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,1.0,208.0
02-01 14:04:47,1.195,0.611,98.166,0.0,0.0,0.028,23746912256.0,326651904.0,10024591360.0,2.36339400704e+11,120.0,0.0,0.0,0.0,0.0,0.0,2292.0,16485.0,0.210,0.490,0.610,3.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,1.0,208.0
02-01 14:04:48,1.044,0.445,98.497,0.0,0.0,0.014,23747239936.0,326651904.0,10024919040.0,2.36338745344e+11,126.0,66.0,0.0,61440.0,0.0,8.0,2492.0,13681.0,0.210,0.490,0.610,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:49,0.708,0.499,98.793,0.0,0.0,0.0,23746801664.0,326651904.0,10024919040.0,2.36339183616e+11,60.0,0.0,0.0,0.0,0.0,0.0,1398.0,5918.0,0.210,0.490,0.610,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:50,0.735,0.388,98.863,0.0,0.0,0.014,23746899968.0,326651904.0,10024923136.0,2.36339081216e+11,60.0,0.0,0.0,237568.0,0.0,16.0,1502.0,5086.0,0.200,0.480,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:51,1.278,0.695,98.027,0.0,0.0,0.0,23746871296.0,326651904.0,10025013248.0,2.36339019776e+11,60.0,0.0,0.0,0.0,0.0,0.0,2172.0,10694.0,0.200,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:52,0.514,0.402,99.084,0.0,0.0,0.0,23746781184.0,326651904.0,10025099264.0,2.36339023872e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1272.0,4697.0,0.200,0.480,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:53,0.527,0.444,99.015,0.0,0.0,0.014,23745540096.0,326651904.0,10025099264.0,2.3634026496e+11,120.0,42.0,0.0,24576.0,0.0,4.0,1516.0,4962.0,0.200,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:54,0.790,0.541,98.655,0.0,0.0,0.014,23745662976.0,326651904.0,10025103360.0,2.36340137984e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1596.0,5993.0,0.200,0.480,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:55,0.598,0.361,99.013,0.0,0.0,0.028,23745392640.0,326651904.0,10025103360.0,2.3634040832e+11,60.0,0.0,0.0,1155072.0,0.0,13.0,1554.0,5182.0,0.180,0.480,0.600,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:56,0.695,0.375,98.930,0.0,0.0,0.0,23746469888.0,326651904.0,10025123840.0,2.36339310592e+11,232.0,106.0,0.0,0.0,0.0,0.0,1426.0,6092.0,0.180,0.480,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:57,0.806,0.486,98.708,0.0,0.0,0.0,23747227648.0,326651904.0,10025201664.0,2.36338475008e+11,502.0,374.0,0.0,0.0,0.0,0.0,1818.0,7247.0,0.180,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:58,0.417,0.362,99.193,0.0,0.0,0.028,23746699264.0,326651904.0,10025205760.0,2.36338999296e+11,812.0,424.0,0.0,40960.0,0.0,5.0,1494.0,5000.0,0.180,0.480,0.600,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:04:59,0.806,0.403,98.792,0.0,0.0,0.0,23746727936.0,326651904.0,10025209856.0,2.36338966528e+11,60.0,0.0,0.0,65536.0,0.0,12.0,1547.0,5975.0,0.180,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:00,0.543,0.223,99.234,0.0,0.0,0.0,23747227648.0,326651904.0,10025213952.0,2.3633846272e+11,60.0,0.0,0.0,53248.0,0.0,9.0,1561.0,5375.0,0.250,0.490,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:01,1.295,0.627,98.051,0.0,0.0,0.028,23746244608.0,326651904.0,10025304064.0,2.36339355648e+11,538.0,244.0,0.0,40960.0,0.0,5.0,2437.0,11246.0,0.250,0.490,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:02,0.555,0.347,99.098,0.0,0.0,0.0,23746240512.0,326651904.0,10025390080.0,2.36339273728e+11,984.0,782.0,0.0,0.0,0.0,0.0,1445.0,5000.0,0.250,0.490,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:03,0.335,0.223,99.442,0.0,0.0,0.0,23746002944.0,326651904.0,10025394176.0,2.363395072e+11,1494.0,912.0,0.0,45056.0,0.0,8.0,1344.0,5091.0,0.250,0.490,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:04,0.543,0.766,98.677,0.014,0.0,0.0,23747104768.0,326651904.0,7341002752.0,2.390227968e+11,622.0,4092.0,0.0,3346432.0,0.0,57.0,1672.0,6207.0,0.250,0.490,0.600,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:05,0.500,0.375,99.111,0.0,0.0,0.014,23746531328.0,326651904.0,7341043712.0,2.3902332928e+11,60.0,0.0,0.0,0.0,0.0,0.0,1490.0,5312.0,0.230,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:06,0.515,0.348,99.137,0.0,0.0,0.0,23745781760.0,326651904.0,7341064192.0,2.39024058368e+11,308.0,138.0,0.0,28672.0,0.0,6.0,1379.0,5460.0,0.230,0.480,0.600,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:07,0.806,0.375,98.804,0.0,0.0,0.014,23745560576.0,326651904.0,7341146112.0,2.39024197632e+11,496.0,308.0,0.0,0.0,0.0,0.0,1539.0,6885.0,0.230,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:08,0.501,0.320,99.165,0.0,0.0,0.014,23745314816.0,326651904.0,7341146112.0,2.39024443392e+11,624.0,414.0,0.0,24576.0,0.0,4.0,1499.0,5085.0,0.230,0.480,0.600,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:09,0.529,0.320,99.150,0.0,0.0,0.0,23744794624.0,326651904.0,7341150208.0,2.39024959488e+11,248.0,202.0,0.0,151552.0,0.0,17.0,1528.0,6132.0,0.230,0.480,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:10,0.487,0.264,99.249,0.0,0.0,0.0,23745396736.0,326651904.0,7341150208.0,2.39024357376e+11,232.0,106.0,0.0,0.0,0.0,0.0,1257.0,4783.0,0.210,0.470,0.600,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:11,1.279,0.584,98.124,0.0,0.0,0.014,23744790528.0,326651904.0,7341240320.0,2.39024873472e+11,60.0,0.0,0.0,0.0,0.0,0.0,2033.0,10258.0,0.210,0.470,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:12,0.459,0.292,99.249,0.0,0.0,0.0,23744806912.0,326651904.0,7341330432.0,2.39024766976e+11,298.0,244.0,0.0,0.0,0.0,0.0,1273.0,4820.0,0.210,0.470,0.600,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:13,0.404,0.237,99.359,0.0,0.0,0.0,23744544768.0,326651904.0,7341330432.0,2.3902502912e+11,60.0,0.0,0.0,49152.0,0.0,10.0,1293.0,4997.0,0.210,0.470,0.600,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:14,0.542,0.334,99.124,0.0,0.0,0.0,23743762432.0,326651904.0,7341330432.0,2.39025811456e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1340.0,5489.0,0.210,0.470,0.600,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:15,0.459,0.306,99.235,0.0,0.0,0.0,23743774720.0,326651904.0,7341334528.0,2.39025795072e+11,624.0,382.0,0.0,0.0,0.0,0.0,1335.0,5285.0,0.190,0.460,0.590,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:16,0.571,0.334,99.081,0.0,0.0,0.014,23743139840.0,326651904.0,7341350912.0,2.39026413568e+11,496.0,414.0,0.0,0.0,0.0,0.0,1407.0,6117.0,0.190,0.460,0.590,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
